id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,createdAt,createdBy,fundingRaised,lastFundingDate,foundationDate,industry,employeeRange,addedToGroupAt,addedToGroupBy,Accelerator Duration (in weeks),Founders,LinkedIn,Number of Exits,Number of Investments,Number of Portfolio Organizations,Stage,Twitter
1ee3c5d4-6207-43a4-8645-599c93e10474,Deal Box Ventures,company,,Deal Box Ventures operates as a venture capital arm of Deal Box.,,https://dealboxventures.io/,https://dealboxventures.io/,,,"Carlsbad, California, United States","Carlsbad, California, United States",Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,,,,3,3,Early Stage Venture,
8a00be73-e90a-4d03-a415-d2c3f54a1e36,De Beers Group Ventures,company,,De Beers Group Ventures is a venture arm of De Beers Group seeks to invest in consumer products.,,https://ventures.debeersgroup.com/,https://ventures.debeersgroup.com/,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,2026-02-15T20:18:21.530Z,Mirza Asceric,,,,,,2026-02-15T20:18:21.861Z,Mirza Asceric,,,https://www.linkedin.com/company/debeersgroup,,2,1,Early Stage Venture,
4137e470-e7a2-41cd-8316-ecbabaf5da36,Decart Ventures,company,,"Decart Ventures is a globally-oriented venture capital fund, with a mission to drive the world towards a better future.",,https://www.decartventures.com/,https://www.decartventures.com/,,,,,Corporate Venture Arms,2026-02-15T20:18:28.544Z,Mirza Asceric,,,,,,2026-02-15T20:18:28.830Z,Mirza Asceric,,Vladislav Filev,,3,22,18,"Early Stage Venture,Seed",
bbaab58b-221e-41e4-9d6b-ee06cbddabdd,DeClout Ventures,company,,DeClout Ventures is a venture capital arm of DeClout.,,https://declout.com/our-business/declout-ventures,https://declout.com/our-business/declout-ventures,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",Corporate Venture Arms,2026-02-15T20:18:22.663Z,Mirza Asceric,,,,,,2026-02-15T20:18:22.963Z,Mirza Asceric,,,https://www.linkedin.com/company/declout,,4,4,Early Stage Venture,
18e62802-d753-4537-a801-9b1b86e11ba6,Defender AM,company,martin@defenderam.com,Defender AM is a venture capital investment firm.,martin@defenderam.com,https://defenderam.com,https://defenderam.com,,,,,Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,,,,1,1,"Early Stage Venture,Private Equity",
b6b726dd-152d-4345-9902-c964359eb055,Dekko Isho Technologies Ltd. (DITECH),company,,"Sector Agnostic Early stage to Pre-series A Investor, Bangladesh Focused",,https://ditech.co/,https://ditech.co/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",Corporate Venture Arms,2026-02-15T20:18:10.882Z,Mirza Asceric,,,,,,2026-02-15T20:18:11.279Z,Mirza Asceric,,,https://www.linkedin.com/company/ditechbd/,,1,1,Early Stage Venture,
6a04ff1e-cedb-48fe-8368-26709f959b69,Delbridge Capital Partners,company,,Delbridge Capital Partners invests in start-ups focusing on enterprise corporate technologies solving complex business problems.,,https://www.delbridgecapitalpartners.com,https://www.delbridgecapitalpartners.com,,,,,Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,,,,2,2,,
a8bd7455-3880-4f7c-af91-fc31aa79bd3f,Dell Technologies Capital,company,delltechcapital@dell.com,Dell Technologies Capital is a VC arm of Dell Technologies that invests in enterprise and cloud infrastructure.,delltechcapital@dell.com,https://www.delltechnologies.com/en-us/capital.htm,https://www.delltechnologies.com/en-us/capital.htm,,,"Palo Alto, California, United States","Palo Alto, California, United States",Corporate Venture Arms,2026-02-15T20:18:10.882Z,Mirza Asceric,,,,,,2026-02-15T20:18:11.279Z,Mirza Asceric,,,https://www.linkedin.com/company/delltechnologiescapital,61,257,141,"Early Stage Venture,Seed",https://twitter.com/DellTechCapital
37d2b188-2767-4902-94a5-0741ac649f55,DelMorgan & Co.,company,inquiries@delmorganco.com,"DelMorgan & Co. provide world-class financial advice and assistance to companies, institutions, governments and individuals around the world",inquiries@delmorganco.com,https://delmorganco.com,https://delmorganco.com,,,,,Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,,,,2,2,"Venture,Private Equity",
3ae04737-019d-4c05-a88e-6a315f2bae72,Deloitte Japan,company,,"Deloitte Japan is a financial services company that providing a full range of audit, financial advisory, risk advisory, and tax services.",,https://www2.deloitte.com/jp/ja.html,https://www2.deloitte.com/jp/ja.html,,,"Tokyo, Tokyo, Japan","Tokyo, Tokyo, Japan",Corporate Venture Arms,2026-02-15T20:18:23.951Z,Mirza Asceric,,,,,,2026-02-15T20:18:24.280Z,Mirza Asceric,,,https://www.linkedin.com/company/deloitte,,1,1,,https://twitter.com/deloitte_jp
452c13a5-1cbb-4cc6-a985-721dd99e9e7d,Deniz Ventures,company,,Deniz Ventures is the corporate venture capital fund of DenizBank Financial Services Group.,,https://www.denizventures.com,https://www.denizventures.com,,,"Istanbul, Istanbul, Turkey","Istanbul, Istanbul, Turkey",Corporate Venture Arms,2026-02-15T20:18:20.343Z,Mirza Asceric,,,,,,2026-02-15T20:18:20.661Z,Mirza Asceric,,,https://www.linkedin.com/company/denizventures/,,2,2,"Early Stage Venture,Seed,Venture",
ae1db676-bac8-43b1-9857-f3524e286f81,DENSO Ventures,company,,DENSO Ventures is a corporate venture capital firm that invests in the early-stage startup's transportation industry.,,,,,,"Kariya, Hyogo, Japan","Kariya, Hyogo, Japan",Corporate Venture Arms,2026-02-15T20:18:22.663Z,Mirza Asceric,,,,,,2026-02-15T20:18:22.963Z,Mirza Asceric,,,,1,5,5,Early Stage Venture,
a6aafbec-777c-4365-94a8-d4735ef6fcf0,Dentsu Ventures,company,info@dentsu-v.com,"Dentsu Ventures specializes in seed, early, mid and later-stage investments in the marketing and communication business.",info@dentsu-v.com,http://dentsu-v.com/en/,http://dentsu-v.com/en/,,,"Tokyo, Tokyo, Japan","Tokyo, Tokyo, Japan","All VCs ,All VCs ,All VCs ,Corporate Venture Arms",2026-02-15T19:34:57.657Z,Mirza Asceric,,,,,,2026-02-15T20:18:18.735Z,Mirza Asceric,,Kotaro Sasamoto,https://www.linkedin.com/company/dentsu-ventures,12,39,35,"Early Stage Venture,Seed",
07f584f2-1699-47d5-b783-d69a0a8b3c04,Deutsche Bahn Digital Ventures,company,info@venture.db.de,"DB DV is the VC arm of Deutsche Bahn Group and invests in startups with innovative technology in mobility, logistics and infrastructure.",info@venture.db.de,https://deutschebahnventures.de/,https://deutschebahnventures.de/,,,"Berlin, Berlin, Germany","Berlin, Berlin, Germany",Corporate Venture Arms,2026-02-15T20:18:20.343Z,Mirza Asceric,,,,,,2026-02-15T20:18:20.661Z,Mirza Asceric,,,https://www.linkedin.com/company/deutsche-bahn-digital-ventures/,1,13,11,"Late Stage Venture,Early Stage Venture,Seed",
7afb2521-4d51-4a16-93b1-4cb72dc2070d,Deutsche Telekom Strategic Investments,company,t-venture@telekom.de,"Deutsche Telekom Strategic Investments is managed by Deutsche Telekom Capital Partners, the investment management Group of Deutsche Telekom.",t-venture@telekom.de,https://www.dtcp.capital,https://www.dtcp.capital,,,"Seoul, Seoul-t'ukpyolsi, South Korea","Seoul, Seoul-t'ukpyolsi, South Korea",Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,Thomas Abraham,https://www.linkedin.com/company/dtcp-capital,53,139,103,"Late Stage Venture,Early Stage Venture,Private Equity",
e4345167-3a75-4d69-93ba-2fb8d051ea6b,Devonshire Investors,company,,"Devonshire Investors is the private investment arm of FMR LLC, the parent company of Fidelity Investments.",,,,,,"Cambridge, Massachusetts, United States","Cambridge, Massachusetts, United States",Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,,,7,17,16,"Late Stage Venture,Early Stage Venture,Seed",
a41fdcd9-0eb2-4840-8ae7-f39a6133f876,Dexcom Ventures,company,,Dexcom Ventures is a venture capital arm of Dexcom.,,https://dexcomventures.com,https://dexcomventures.com,,,"San Diego, California, United States","San Diego, California, United States",Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,,,,4,4,Early Stage Venture,
c28bc806-12b6-4439-ae81-ab0be2ad4983,Dexia,company,dexia.investor-relations@dexia.com,"Leading historically in the fields of public finance sector and retail banking, Dexia is a European banking group managed to an orderly",dexia.investor-relations@dexia.com,http://dexia.com/EN,http://dexia.com/EN,,,"Brunelles, Centre, France","Brunelles, Centre, France",Corporate Venture Arms,2026-02-15T20:18:21.530Z,Mirza Asceric,,,,,,2026-02-15T20:18:21.861Z,Mirza Asceric,,,https://www.linkedin.com/company/dexia/?originalSubdomain=be,1,2,2,,https://twitter.com/dexia?lang=en
55308ce8-027c-45c3-a794-b5f2fb9b3126,DEXT Force Ventures,company,contact@dextforce.net,DEXT Force Ventures is an investment arm of DEXTools.io.,contact@dextforce.net,https://dextforce.net/,https://dextforce.net/,,,"New York, New York, United States","New York, New York, United States",Corporate Venture Arms,2026-02-15T20:18:23.951Z,Mirza Asceric,,,,,,2026-02-15T20:18:24.280Z,Mirza Asceric,,JAVIER PALOMINO,,,6,6,Early Stage Venture,
71b097f8-306c-4e7d-98a1-3bf3f5ab24fe,Dexzbitz Corp,company,admin@dexzbitz.com,"Dexzbitz is Corp is Investment bank , Equity and Crypto investor, hedgefund and Venture Capital firm",admin@dexzbitz.com,https://dexzbitz.com,https://dexzbitz.com,,,"Zürich, Zurich, Switzerland","Zürich, Zurich, Switzerland",Corporate Venture Arms,2026-02-15T20:18:21.530Z,Mirza Asceric,,,,,,2026-02-15T20:18:21.861Z,Mirza Asceric,,,,,1,1,"Late Stage Venture,Crowdfunding,Seed,Private Equity",
db17cc9b-12e7-4090-8b15-c2b8e37098da,DG Ventures (Digital Garage Group TSE4819),company,yuki-isobe@garage.co.jp,DG Ventures is the Leading Venture Capital (SF/TKY) providing partnerships for entrepreneurs building innovation. (Approx AUM 600m),yuki-isobe@garage.co.jp,https://dgventures.com/,https://dgventures.com/,,,,,Corporate Venture Arms,2026-02-15T20:18:19.233Z,Mirza Asceric,,,,,,2026-02-15T20:18:19.586Z,Mirza Asceric,,"Kaoru Hayashi, Yasuhiro Mimura",https://www.linkedin.com/company/dg-ventures/,25,138,120,"Late Stage Venture,Convertible Note,Secondary Market,Seed,Post-Ipo,Private Equity",
cbeb39c7-e083-469a-b5f2-444b4ebe967b,Diamond Edge Ventures,company,info@diamondedge.vc,Diamond Edge Ventures is the venture capital firm that posses technologies and business models that can promote new business.,info@diamondedge.vc,https://diamondedgeventures.com/,https://diamondedgeventures.com/,,,"Menlo Park, California, United States","Menlo Park, California, United States",Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,Patrick Suel,,1,8,5,,
b664b0c6-e5ea-4268-b7cf-a0bf425b653c,Diehl Ventures,company,kontakt@diehl-ventures.com,Diehl Ventures is invests in promising start-ups and in sustainable partnerships with a strong perspective.,kontakt@diehl-ventures.com,https://www.diehl.com/ventures/en/diehl-ventures,https://www.diehl.com/ventures/en/diehl-ventures,,,"Nuremberg, Bayern, Germany","Nuremberg, Bayern, Germany",Corporate Venture Arms,2026-02-15T20:18:28.544Z,Mirza Asceric,,,,,,2026-02-15T20:18:28.830Z,Mirza Asceric,,,https://www.linkedin.com/company/diehl-group/,,3,3,"Early Stage Venture,Venture",https://twitter.com/diehlaviation
da9c51bc-2c72-4e30-b2e9-06268774788e,DigitalBridge Ventures,company,,DigitalBridge Ventures is the venture capital initiative launched by DigitalBridge.,,,,,,,,Corporate Venture Arms,2026-02-15T20:18:28.544Z,Mirza Asceric,,,,,,2026-02-15T20:18:28.830Z,Mirza Asceric,,,,,3,3,"Late Stage Venture,Early Stage Venture",
b103c662-4532-4623-8784-2c92cb0fa252,Digital Education,company,info@digital-education.com,Digital Education is an educational publisher that captures opportunities in the consumer online education markets.,info@digital-education.com,http://www.digital-education.com,http://www.digital-education.com,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,2026-02-15T20:18:23.951Z,Mirza Asceric,,,,,,2026-02-15T20:18:24.280Z,Mirza Asceric,,,http://www.linkedin.com/company/digitaleducation,,4,3,"Early Stage Venture,Seed",http://twitter.com/Digieducation
485db77e-52aa-4e23-90af-6773c21c18ad,Digital Garage (TSE: 4819),company,yuki-isobe@garage.co.jp,"Digital Garage is a listed company with 4 segments. Marketing Technology, Financial Technology, Long Term & Incubation Techonology",yuki-isobe@garage.co.jp,https://www.garage.co.jp/,https://www.garage.co.jp/,,,"Tokyo, Tokyo, Japan","Tokyo, Tokyo, Japan",Corporate Venture Arms,2026-02-15T20:18:21.530Z,Mirza Asceric,,,,,,2026-02-15T20:18:21.861Z,Mirza Asceric,,"Edasawa Hideo, Hayashi Kaoru, Joi Ito, Kaoru Hayashi, Minoru Ono, Omura Emi",https://www.linkedin.com/company/digital-garage_3,29,107,86,,http://twitter.com/DGI
0a9fec68-357b-43d2-babf-962111dfb605,Digital Technology Supercluster,company,,"Facilitates and funds ambitious, collaborative technology leadership projects that develop products and platforms.",,http://www.digitalsupercluster.ca,http://www.digitalsupercluster.ca,,,,,Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,Bill Tam,https://www.linkedin.com/company/the-digital-technology-supercluster,1,7,6,,
8882206e-1556-4a0b-950e-e59bdfea17c0,Digital Ventures,company,javier@digitalventuresla.com,Fintech Seed Investment Firm,javier@digitalventuresla.com,https://digitalventuresla.com,https://digitalventuresla.com,,,,,Corporate Venture Arms,2026-02-15T20:18:20.343Z,Mirza Asceric,,,,,,2026-02-15T20:18:20.661Z,Mirza Asceric,,"Javier Hasbun, Ramon Heridia",https://www.linkedin.com/company/40739522/,,3,3,,
9b136e23-20f4-421e-ac94-a64922880e1e,Discount Capital,company,,Discount Capital is a Full-Scale Investment Banking Services.,,http://www.dcapital.co.il/,http://www.dcapital.co.il/,,,"Tel Aviv, Tel Aviv, Israel","Tel Aviv, Tel Aviv, Israel",Corporate Venture Arms,2026-02-15T20:18:24.958Z,Mirza Asceric,,,,,,2026-02-15T20:18:25.311Z,Mirza Asceric,,Leon Recanati,https://www.linkedin.com/company/discount-capital-markets/,4,15,13,"Debt,Late Stage Venture,Secondary Market,Post-Ipo,Non Equity Assistance,Private Equity",
67b00b86-8807-4eae-8a2e-e27dd04cc150,Discount Tire,company,dtcmedia@discounttire.com,"Our boards are a place to gather ideas, share tips, and enjoy the beauty of the automotive world. Your Journey Starts Here.",dtcmedia@discounttire.com,http://www.discounttire.com/dtcs/home.do,http://www.discounttire.com/dtcs/home.do,,,"Scottsdale, Arizona, United States","Scottsdale, Arizona, United States",Corporate Venture Arms,2026-02-15T20:18:18.131Z,Mirza Asceric,,,,,,2026-02-15T20:18:18.493Z,Mirza Asceric,,Bruce T. Halle,https://www.linkedin.com/company/discount-tire-company,,2,2,,http://twitter.com/DiscountTire
596199e8-da30-476f-9c82-6af60e02319e,Distill Ventures,company,hello@distillventures.com,Distill Ventures provide investment and support for spirits entrepreneurs who want to create the global drinks brands of the future.,hello@distillventures.com,https://www.distillventures.com/,https://www.distillventures.com/,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,2026-02-15T20:18:10.882Z,Mirza Asceric,,,,,,2026-02-15T20:18:11.279Z,Mirza Asceric,,Dan Gasper,https://www.linkedin.com/company/distill-ventures/,1,14,14,,https://twitter.com/DistillVentures
8e902090-8e86-4a52-a94c-91b75ce8c546,DiversyFund,company,hello@diversyfund.com,DiversyFund offers alternative investing using value-add real estate growth plans focused on multifamily real estate.,hello@diversyfund.com,https://diversyfund.com/,https://diversyfund.com/,,,"San Diego, California, United States","San Diego, California, United States",Corporate Venture Arms,2026-02-15T20:18:20.343Z,Mirza Asceric,,,,,,2026-02-15T20:18:20.661Z,Mirza Asceric,,"Alan Lewis, Craig Cecilio",https://www.linkedin.com/company/diversyfund,,,,"Crowdfunding,Venture,Private Equity",https://twitter.com/diversyfund
0f374468-b6ab-4cc7-acfb-60f4ab5e51b6,DKV Mobility,company,,DKV Mobility is the leading European B2B platform for on-the-road payments and solutions.,,https://www.dkv-mobility.com/de/,https://www.dkv-mobility.com/de/,,,"Ratingen, Nordrhein-Westfalen, Germany","Ratingen, Nordrhein-Westfalen, Germany",Corporate Venture Arms,2026-02-15T20:18:16.904Z,Mirza Asceric,,,,,,2026-02-15T20:18:17.266Z,Mirza Asceric,,,,,1,1,,
94ca4551-ae27-47ab-9606-5fb7c7c07aeb,dmg ventures,company,info@dmgventures.co.uk,Dmg ventures is the venture capital arm of Daily Mail and General Trust plc.,info@dmgventures.co.uk,https://www.dmgventures.co.uk/,https://www.dmgventures.co.uk/,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,,https://www.linkedin.com/company/dmg-ventures/,8,40,24,,https://twitter.com/dmg_ventures
0ba22935-a692-4d62-ad59-1fb3480c5d8e,DMI AIF Sparkle Fund,company,contact@dmisparklefund.in,Sparkle Fund invests in early-stage start-ups and fintech companies that create innovative solutions for the digital financial sector.,contact@dmisparklefund.in,https://dmisparklefund.in/,https://dmisparklefund.in/,,,"New Delhi, Delhi, India","New Delhi, Delhi, India",Corporate Venture Arms,2026-02-15T20:18:10.882Z,Mirza Asceric,,,,,,2026-02-15T20:18:11.279Z,Mirza Asceric,,Yuvraj Singh,https://www.linkedin.com/company/dmi-sparkle-fund/,,10,10,"Late Stage Venture,Early Stage Venture,Seed,Private Equity",
8db8a578-62d3-4047-9023-8c4cc9a16eda,DMM Ventures,company,,"DMM Ventures  is an investment arm of DMM Group, provides seed funding to support young entrepreneurs.",,https://ventures.dmm.com/,https://ventures.dmm.com/,,,"Tokyo, Tokyo, Japan","Tokyo, Tokyo, Japan",Corporate Venture Arms,2026-02-15T20:18:23.951Z,Mirza Asceric,,,,,,2026-02-15T20:18:24.280Z,Mirza Asceric,,,https://www.linkedin.com/company/dmm-corp,,6,6,,
6f5beec9-9707-42d6-b853-b4393c94afbb,DNB Ventures,company,,DNB Ventures is the Corporate Venture Capital arm of the Norwegian DNB group.,,https://www.dnb.no/,https://www.dnb.no/,,,"Oslo, Oslo, Norway","Oslo, Oslo, Norway",Corporate Venture Arms,2026-02-15T20:18:28.544Z,Mirza Asceric,,,,,,2026-02-15T20:18:28.830Z,Mirza Asceric,,,https://www.linkedin.com/company/dnb,,1,1,Early Stage Venture,
1e469bb4-d6da-49d2-9c44-d8c4f48b6344,DNS,company,dns@dnschina.com,One-stop digital accessories manufacturer and solution integrator,dns@dnschina.com,http://www.dnscable.com,http://www.dnscable.com,,,"Shenzhen, Guangdong, China","Shenzhen, Guangdong, China",Corporate Venture Arms,2026-02-15T20:18:22.663Z,Mirza Asceric,,,,,,2026-02-15T20:18:22.963Z,Mirza Asceric,,,https://www.linkedin.com/company/dnsindustries,,1,1,Early Stage Venture,
639a3dbd-e4ec-46f9-bf9d-e6495584302a,DocCheck Guano AG,company,info@guano.ag,"Guano provides the ideal fertilizer for startups: capital, know-how, market access and network",info@guano.ag,http://www.guano.ag/en/,http://www.guano.ag/en/,,,"Cologne, Nordrhein-Westfalen, Germany","Cologne, Nordrhein-Westfalen, Germany",Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,,https://www.linkedin.com/company/doccheck-guano-ag/,,8,8,,
9e290aaf-4256-481f-abcd-e2277cde4c47,DOCOMO Innovations,company,,DOCOMO Innovations collaborates with business.,,https://www.docomoinnovations.com/,https://www.docomoinnovations.com/,,,"Sunnyvale, California, United States","Sunnyvale, California, United States",Corporate Venture Arms,2026-02-15T20:18:19.233Z,Mirza Asceric,,,,,,2026-02-15T20:18:19.586Z,Mirza Asceric,,,https://www.linkedin.com/company/docomo-innovations-inc-/,1,2,2,,
d1e5cbfd-c401-49ff-a3ef-3b424c532ab0,DocuSign Ventures,company,,DocuSign Ventures operates as a corporate venture arm of DocuSign.,,https://www.docusign.com/ventures,https://www.docusign.com/ventures,,,"San Francisco, California, United States","San Francisco, California, United States",Corporate Venture Arms,2026-02-15T20:18:19.233Z,Mirza Asceric,,,,,,2026-02-15T20:18:19.586Z,Mirza Asceric,,,https://www.linkedin.com/company/docusign,,1,1,Early Stage Venture,
7767c100-2d75-491a-8348-4ef687e537a8,Dogan,company,,Dogan is a professional group that provides corporate investment and advice to revitalize the local economy.,,http://www.dogan.jp/,http://www.dogan.jp/,,,"Fukuoka, Fukuoka, Japan","Fukuoka, Fukuoka, Japan",Corporate Venture Arms,2026-02-15T20:18:18.131Z,Mirza Asceric,,,,,,2026-02-15T20:18:18.493Z,Mirza Asceric,,Daisuke Mori,https://www.linkedin.com/company/dogan-advisors-inc/about/,1,10,9,,
3303fc55-2ee7-4458-881b-d71efefecba7,DOJUS group,company,info@dojus.lt,"AgTech, Machinery, Investments",info@dojus.lt,http://www.dojusgroup.lt,http://www.dojusgroup.lt,,,"Vilnius, Vilniaus Apskritis, Lithuania","Vilnius, Vilniaus Apskritis, Lithuania",Corporate Venture Arms,2026-02-15T20:18:19.233Z,Mirza Asceric,,,,,,2026-02-15T20:18:19.586Z,Mirza Asceric,,,https://www.linkedin.com/company/dojusgroup/,,2,2,"Convertible Note,Venture,Private Equity",
75b6d5f3-1b63-4003-82e7-f56c9617dcaf,Doral Energy-Tech Ventures,company,,Doral Energy-Tech Ventures is a corporate venture arm of Doral Group.,,https://doral-tech.com,https://doral-tech.com,,,"Ramat Gan, Tel Aviv, Israel","Ramat Gan, Tel Aviv, Israel",Corporate Venture Arms,2026-02-15T20:18:18.131Z,Mirza Asceric,,,,,,2026-02-15T20:18:18.493Z,Mirza Asceric,,Roee Furman,https://www.linkedin.com/company/doral-energy,1,19,14,Early Stage Venture,
2c4ede35-4627-4bb9-beab-7f0978e3a785,Double Sharp Partners,company,,Double Sharp Partners invests in start-up companies and entrepreneurs who provide advanced and innovative businesses and services.,,https://www.double-sharp.vc/,https://www.double-sharp.vc/,,,"Akasaka, Tokyo, Japan","Akasaka, Tokyo, Japan",Corporate Venture Arms,2026-02-15T20:18:28.544Z,Mirza Asceric,,,,,,2026-02-15T20:18:28.830Z,Mirza Asceric,,,,,8,8,,
93788c9b-3269-4dd9-8093-02ef7648054c,Dou Shan Capital,company,,Dou Shan Capital (DS Capital) is Dou Shan Short Video's strategic investment department as well as an advertising fund.,,http://www.douvc.cn,http://www.douvc.cn,,,"Huilongguan, Beijing, China","Huilongguan, Beijing, China",Corporate Venture Arms,2026-02-15T20:18:22.663Z,Mirza Asceric,,,,,,2026-02-15T20:18:22.963Z,Mirza Asceric,,,,,4,4,,
66d13cd6-171b-45c8-b585-79a79f9fdd02,Dream Capital,company,,Dream Capital is a corporate venture capital and M&A arm of Dream Sports.,,,,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,,,,3,3,Early Stage Venture,
3596bf0f-915f-4aab-99a9-519599491f3c,DRIVE Catalyst,company,drivecatalyst@feg.com.tw,Venture Capital Arm of the Far Eastern Group,drivecatalyst@feg.com.tw,http://www.drivecatalyst.com,http://www.drivecatalyst.com,,,"Taipei, T'ai-pei, Taiwan","Taipei, T'ai-pei, Taiwan",Corporate Venture Arms,2026-02-15T20:18:22.663Z,Mirza Asceric,,,,,,2026-02-15T20:18:22.963Z,Mirza Asceric,,,https://www.linkedin.com/company/drivecatalyst,,7,6,"Late Stage Venture,Early Stage Venture,Seed",
2da1db6d-6574-4bda-a787-9fa3f10a6c0a,dRx Capital,company,,Novartis Digital Health Venture Capital,,https://drxcapital.com/,https://drxcapital.com/,,,USA,USA,Corporate Venture Arms,2026-02-15T20:18:19.233Z,Mirza Asceric,,,,,,2026-02-15T20:18:19.586Z,Mirza Asceric,,,https://www.linkedin.com/company/drxcapital,3,32,21,"Late Stage Venture,Early Stage Venture,Seed",https://twitter.com/dRxCapital
a6c65c9c-a057-4f31-8cc9-96470affa188,DSG Ventures,company,dsgventures@dcsg.com,DSG Ventures is an in-house investment fund supporting coaches and sports companies.,dsgventures@dcsg.com,https://www.dickssportinggoods.com/s/dsgventures,https://www.dickssportinggoods.com/s/dsgventures,,,"Coraopolis, Pennsylvania, United States","Coraopolis, Pennsylvania, United States",Corporate Venture Arms,2026-02-15T20:18:21.530Z,Mirza Asceric,,,,,,2026-02-15T20:18:21.861Z,Mirza Asceric,,,https://www.linkedin.com/company/dick's-sporting-goods,,2,1,,
9e217499-6703-49d0-8d36-e9fbed08c9a1,DSM Venturing,company,info.venturing@dsm.com,"DSM Venturing is the corporate venture arm of Royal DSM, investing in startups in sectors of animal and human health & nutrition and biomed.",info.venturing@dsm.com,https://www.dsm.com/corporate/about/business-entities/dsm-venturing.html,https://www.dsm.com/corporate/about/business-entities/dsm-venturing.html,,,Netherlands,Netherlands,Corporate Venture Arms,2026-02-15T20:18:12.899Z,Mirza Asceric,,,,,,2026-02-15T20:18:13.293Z,Mirza Asceric,,,https://www.linkedin.com/showcase/dsm-venturing/,11,83,65,"Late Stage Venture,Convertible Note,Seed",
f4b5ccdc-73f5-49ab-a7c8-ecd6b6613b71,Duchossois Capital Management,company,info@dcmllc.com,Duchossois Capital Management is a private investment firm launched by the Duchossois Group.,info@dcmllc.com,https://www.dcmllc.com/,https://www.dcmllc.com/,,,,,Corporate Venture Arms,2026-02-15T20:18:28.544Z,Mirza Asceric,,,,,,2026-02-15T20:18:28.830Z,Mirza Asceric,,,,,1,1,,
8e2111a3-0098-4192-acee-bd1bc261b57b,DuPont Capital Management,company,jeffrey.m.fasino@dupont.com,DuPont Capital Management offers investment management services to institutional investors and is a corporate venture capital firm.,jeffrey.m.fasino@dupont.com,http://www.dupontcapital.com,http://www.dupontcapital.com,,,"Wilmington, Delaware, United States","Wilmington, Delaware, United States",Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,,https://www.linkedin.com/company/dupont_capital_management,4,16,11,,
a2432651-75aa-4fd7-bc2b-264e0c3360f1,DWG Investment Bank,company,,Privately-owned and managed investment fund solutions,,https://www.deltawebconsulting.com/,https://www.deltawebconsulting.com/,,,,,Corporate Venture Arms,2026-02-15T20:18:12.899Z,Mirza Asceric,,,,,,2026-02-15T20:18:13.293Z,Mirza Asceric,,Anton Chepurda,https://www.linkedin.com/company/18006475/,,,,"Late Stage Venture,Grant,Early Stage Venture,Private Equity",
3071b515-1f9d-4227-8e63-ea99f81ea429,DX Ventures,company,,Corporate Venture Capital of Dexco S.A.,,,,,,🇩🇪 Germany,🇩🇪 Germany,Corporate Venture Arms,2026-02-15T20:18:26.219Z,Mirza Asceric,,,,,,2026-02-15T20:18:26.534Z,Mirza Asceric,,,https://www.linkedin.com/company/dexco-dx-ventures/,,5,5,,
