id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,createdAt,createdBy,addedToGroupAt,addedToGroupBy,Investor Type,Region Invested,Stage Invested,Thesis,Ticket Size Sweetspot,Value add,linkedin-private-codex,linkedin-private-claude
a6841731-21f8-46e1-a5a4-e53ba6f8bc6c,Finch Capital,company,,,,www.finchcapital.com,www.finchcapital.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,Singapore,Indonesia,East Europe,North Europe,West Europe","Series B,Series A","Financial Technology, AI & IoT",2 - 10 mio,Strong financial services network and expertise,https://www.linkedin.com/in/frisoroscamabbing,https://www.linkedin.com/in/frisoroscamabbing
35e94893-cf3b-4bc1-b8d3-4a8c5071a4ce,Five Elms Capital,company,,,,https://www.fiveelms.com/,https://www.fiveelms.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North America,South Europe,South America,East Europe,North Europe,Asia-Pacific,West Europe","Series B,Series A","Five Elms Capital is a leading growth equity firm that invests in B2B software businesses. We invest $5-75 million in companies with $2-20 million in ARR. Minority or majority investments, growth capital, or liquidity for founders and early investors. Currently investing out of a $780 million Fund.",$5-75 million,"We specialize in partnering with businesses at important company inflection points, working alongside management to help them attract experienced and diverse functional leaders, double down on product development, scale sales and marketing, identify M&A opportunities, and provide liquidity to passive shareholders and founders. We’ve partnered with over 50 SaaS businesses and are big believers in scaling teams and institutionalizing processes without crushing souls and killing culture. ","https://www.linkedin.com/in/ryanmandl, https://www.linkedin.com/in/joeonofrio","https://www.linkedin.com/in/ryanmandl, https://www.linkedin.com/in/joeonofrio"
37a172bd-7145-43b1-bc06-b0629e19ad81,Float,company,,,,www.gofloat.io,www.gofloat.io,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,RBF,"North Europe,West Europe","Series B,Series A,Pre-Seed,Seed","Float offers revenue-based credit to subscription businesses:
Non-dilutive, within days. ","€50,000-€2,000,000","- capital within days
- keep ownership
- no equity or personal guarantees
- one fee, easy to understand
- flexible, you can configure your loan
- secure, EU-based company following GDPR regulation",,
bfe85c98-cbe6-49b0-b1cd-9d17857cf41e,FM Ventures,company,,,,https://www.fmventures.llc/,https://www.fmventures.llc/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,North America,"Series B,Series A,Seed",,,,,
1fc2fd43-3f9f-4d5f-98ae-9e53aa1373e9,Foresight Group,company,,,,https://www.foresightgroup.eu/,https://www.foresightgroup.eu/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Venture Capital ,Private Equity","Ireland {Republic},United Kingdom","Series A,Pre-Seed,Seed","Sector agnostic. High growth, clearly differentiated businesses in a growing market.",£250k-5m,"130+ portfolio companies, wide-ranging experience across tech and SaaS, cross-pollination between portfolio companies",,
5c43bb62-f0de-48db-9596-0b3ee30c4471,Fortino Capital,company,,,,https://www.fortinocapital.com/,https://www.fortinocapital.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North Europe,West Europe","Series A,Seed",We invest in early- and mid-cycle B2B SaaS businesses to enable them in their growth.,€1-5M tickets,"- Access to C-level executives in the Benelux and beyond
- Peer-to-peer networking platform among founders and CxOs
- Support with organisational design, performance management, and hiring top talent",https://www.linkedin.com/in/renaatberckmoes,https://www.linkedin.com/in/renaatberckmoes
4f5c1fe1-0960-4da7-90ae-6d5e9f8bebe0,Forward Partners,company,,,,https://forwardpartners.com/,https://forwardpartners.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,United Kingdom,"Pre-Seed,Seed","Applied AI, ecommerce and marketplaces",£500k-£1.5m,"Hands on studio team covering development, design, product, talent and growth",https://www.linkedin.com/in/brisbourne,https://www.linkedin.com/in/brisbourne
254fc005-70e1-45e8-90b2-cfab56919197,Full In Partners,company,,,,fullinpartners.com,fullinpartners.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Private Equity,Venture Capital","North America,West Europe","Series B,Series C","High-growth, high-efficiency software and marketplace businesses",$10-50M,"Strong boots-on-the-ground operating resources in finance, sales and marketing, international expansion. Will drive strategic M&A on your behalf",,
0426baa9-d31b-4282-90e1-e7b1a16ddbbe,Fuse Capital,company,,,,www.fuse-capital.com,www.fuse-capital.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Investment Bank,Angel","South Europe,South America,East Europe,United Arab Emirates,North Europe,Asia-Pacific,Australasia,West Europe",Series A,,"5,000,000","No-dilution, No change of control, No board seats, Cross Boarder (Worldwide support), Leverage hard and soft assets (IP), No covenants funding up to $25MM",,
fd80769f-96cc-46b0-b08b-5caffc8cd048,G+D Ventures,company,,,,https://www.gi-de.com/en/ventures,https://www.gi-de.com/en/ventures,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"Bulgaria,Luxembourg,Spain,Netherlands,Austria,Czech Republic,Lithuania,Croatia,Greece,Denmark,Sweden,Slovenia,Estonia,Belgium,Finland,Ireland {Republic},Cyprus,Malta,Hungary,France,Portugal,Romania,Germany,Italy,Latvia,Slovakia,Poland","Series B,Series A,Seed","We are a theme-driven investor focusing on growth-oriented companies, whose innovations promote and protect trust in our society. With this goal in mind, we established a €50m co-investment vehicle with the European Investment Bank and Giesecke+Devrient (G+D), a European trust leader. We invest in early-stage European TrustTech startups.

TrustTech expands the traditional definition of cybersecurity to include technologies that promote trust across all layers of our digital ecosystem: infrastructure, identity, regulation and ethics.",€500k - €3m (with additional allocation for follow-on investments),"We designed our fund to move quickly, driven by financial returns while leveraging the support of our LP base. 

We draw on our combined specialized TrustTech network to connect our startups with the right people. Our ecosystem of CISOs, universities, clients, partners and internal experts opens the doors to new ideas and markets. 

We are highly involved with our startups and serve as a sounding board to founders and management on company building and scaling.

We leverage our deep domain knowledge and decades of VC experience to help our startups make the right decisions to move forward.
",,
d7b8dbd0-0919-4cb1-b6ce-1bb276467753,GoHub Ventures,company,,,,https://gohub.vc/en/,https://gohub.vc/en/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,CVC,"North America,South Europe,South America,East Europe,North Europe,West Europe","Series A,Seed","GoHub Ventures is a CVC focused on early stage investments in B2B Saas startups which have developed deeptech solutions. Our investment tickets range between €500k - €3m in startups raising Seed - Late Series A rounds, and with a fully international approach. 

We look for startups in the fields of cybersecurity, robotics, AI, ML, NLP, cloud infrastructure, web3, digital twins, quantum computing, synthetic data, edge computing, data OS, 5G, industrial IoT, sustainability and many more... always with a deeptech approach and optimizing or automating a business process.",€500.000 - €3.000.000 (sweet spot €1.000.000 - €1.500.000),"Being a CVC means that we act as a strategic investor, looking to add value to the startups that are within our portfolio. We do this by developing paid POCs with our parent company, Global Omnium, which is one of the top 5 largest water utilities globally, as well as helping in opening new international markets, and leveraging Global Omnium's strong network to scale your solution.

We currently have +21 startups in our portfolio and have developed POCs with all of them, some are still ongoing providers of services for Global Omnium and its technological subsidiary Idrica.
",,
34069205-4662-4d0b-a4d4-8f67a283b171,Golden Section,company,,,,https://www.goldensection.com/,https://www.goldensection.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,North America,"Series A,Pre-Seed",,,,,
67c111af-c3b0-4223-a97b-3037423bae85,henQ,company,,,,henq.vc,henq.vc,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series A,Pre-Seed,Seed","At henQ we are doing things a little bit differently: we do not believe in the conventional VC power law of having one ""winner"" in our portfolio that ""makes up"" for the 9 other ""losers."" Instead, we are carefully selecting 2 or 3 companies to invest in each year. We expect each of them to become a tremendous success: a market-leading company with many happy customers that is in charge of its own destiny.",€500k - €5M,,,
1601b32a-9bb9-46c2-a403-2aee95165278,id4 ventures,company,,,,https://www.id4.vc,https://www.id4.vc,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"West Europe,South Europe,East Europe,North Europe","Series A,Pre-Seed,Seed",Pre-seed/ seed stage,250k+,we help in fundraising as we are investor in VC funds in Europe and USA. One of our partner is an ex CTO so he helps the dev team of any startups we invest in.,,
59e4dcfb-a47b-42a5-8a4d-5a5aabf6c324,Illuminate Financial,company,,,,"www.illuminatefinancial,com","www.illuminatefinancial,com",,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North America,South Europe,East Europe,North Europe,Asia-Pacific,Australasia,West Europe","Series B,Series A,Pre-Seed,Seed",Illuminate Financial is a thesis-driven venture capital firm dedicated to fintech and enterprise software companies building technology solutions for financial services. ,0.5-5m USD,"Strategic connection to financial services like banks, hedge funds, asset managers, investment managers etc. ",,
3773edd2-beb2-4770-9ced-5edba395fbb4,Impulse VC,company,,,,https://impulsevc.com/,https://impulsevc.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North America,South Europe,East Europe,North Europe,West Europe","Series B,Series A,Seed","B2B: SaaS, Marketplace + PropTech, AdTech, MarkTech",$1-3M,"Network, digital marketing expertise",,
2cf1018c-516e-458a-b381-010b803eed5a,Indico Capital,company,,,,www.indicocapital.com,www.indicocapital.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"Spain,Portugal","Pre-Seed,Seed",B2B SaaS and Marketplaces. ,€500k,,"https://www.linkedin.com/in/joana-mendes-de-sousa-732884188, https://www.linkedin.com/in/joao-pedro-roque, https://www.linkedin.com/in/aasantos, https://www.linkedin.com/in/cristinanfonseca, https://www.linkedin.com/in/gabrielacordeiro, https://www.linkedin.com/in/maria-m-amaral, https://www.linkedin.com/in/marta-fernandes-b4ba49a, https://www.linkedin.com/in/rafaela-algares-martins-85a6a52a2, https://www.linkedin.com/in/ricardo-torgal, https://www.linkedin.com/in/rui-jerónimo-20a36590, https://www.linkedin.com/in/rui-rodrigues-07772839, https://www.linkedin.com/in/sofiaegídio, https://www.linkedin.com/in/stephanmorais, https://www.linkedin.com/in/tomásmarchãomarques","http://www.linkedin.com/in/joana-mendes-de-sousa-732884188, http://www.linkedin.com/in/joao-pedro-roque, https://www.linkedin.com/in/aasantos/, https://www.linkedin.com/in/cristinanfonseca/, https://www.linkedin.com/in/gabrielacordeiro/"
afbedced-3b9b-442d-9a60-8894898a2ce4,InfraVia Growth,company,,,,https://infraviacapital.com/growth/,https://infraviacapital.com/growth/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series B,Series D+,Series C","B2B tech focused growth deals across Europe, with tickets ranging from €10m to €50m",€20m-€30m,"Business Development with enterprise clients in Europe 'esp. France), network of experts on strategic topcs (non dilutive financing, legal, ESG, etc.), help with M&A/PMI, exit readiness",,
15a97c68-598b-49a3-a8b1-eabcb01212bd,K1,company,,,,https://k1capital.com/,https://k1capital.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Private Equity,Venture Capital","North America,South Europe,South America,East Europe,North Europe,Australasia,West Europe","Series B,Series D+,Series A,Series C",B2B software with high retention,$5M-300M,"70 person operations team, full recruiting team, $10B fund",,
83c2379f-c162-4a39-a17d-f253e0ef1c64,Knight Capital,company,,,,Www.knight.capital,Www.knight.capital,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North America,South Europe,North Europe,West Europe","Series B,Series A",B2B software ,1-10 million,,,
f69732c0-35e8-4e2c-a8c4-899d9811cfb6,KPN Ventures,company,kpnventures@kpn.com,"KPN Ventures aims to partner with innovative technology companies, providing access to capital, expertise, network, and customer channels.",kpnventures@kpn.com,https://kpnventures.com/,https://kpnventures.com/,,,"Rotterdam, Zuid-Holland, The Netherlands","Rotterdam, Zuid-Holland, The Netherlands","Corporate Venture Arms,100 VC firms Investing In SaaS",2026-02-15T20:18:21.530Z,Mirza Asceric,2026-02-15T20:28:28.926Z,Mirza Asceric,"CVC,Venture Capital ,Syndicate","North America,South Europe,North Europe,West Europe,Israel","Series B,Series A,Series C",,1-5M EUR,,"https://www.linkedin.com/in/benjamin-de-dobbelaere-785066b0, https://www.linkedin.com/in/daan-stolwerk-2b967911a, https://www.linkedin.com/in/hans-s%C3%B6hngen-881631, https://www.linkedin.com/in/lottewitbreuk, https://www.linkedin.com/in/sem-alberga-8252a318","https://www.linkedin.com/in/benjamin-de-dobbelaere-785066b0/, https://www.linkedin.com/in/daan-stolwerk-2b967911a/, https://www.linkedin.com/in/hans-s%C3%B6hngen-881631/, https://www.linkedin.com/in/lottewitbreuk/, https://www.linkedin.com/in/sem-alberga-8252a318"
4b80c089-6d34-4e76-b7fe-0b3da0130e4f,Left Lane Capital,company,,Left Lane Capital is a venture capital and seed-growth equity firm that invests in high-growth internet and consumer technology businesses.,,www.leftlanecap.com,www.leftlanecap.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North America,South Europe,South America,East Europe,North Europe,Asia-Pacific,West Europe","Series B,Series A,Series C,Seed","We love software with sales cycles that tend to be on the shorter side - we have invested in the likes of Chargebee and Yokoy in the past, which through this key trait were able to really take off",3-75,Let's speak about it! We have an NPS of 90,"https://www.linkedin.com/in/vpujji, https://www.linkedin.com/in/harley-miller-4aab0521, https://www.linkedin.com/in/fiedlerjason","https://www.linkedin.com/in/vpujji, https://www.linkedin.com/in/harley-miller-4aab0521, https://www.linkedin.com/in/fiedlerjason"
5518177a-be77-4c05-8451-eae0f91bdd77,Level Equity,company,,,,https://www.levelequity.com/,https://www.levelequity.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Venture Capital ,Private Equity","Australia,North America,South Europe,West Europe","Series B,Series D+,Series A,Series C","Capital-efficient, growth stage vertical or horizontal B2B software businesses; investing out of growth equity and non-dilutive growth debt funds",5-80,"In-house operating partner program (GTM, Tech, Finance), M&A sourcing, 20+years of experience investing in B2B software at investment partner level",,
3f96385d-b54d-4f35-b8d9-edc582cf98a2,Maki.vc,company,,,,www.maki.vc,www.maki.vc,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North Europe,West Europe","Pre-Seed,Seed",,300k-3MEUR,,https://www.linkedin.com/in/pirkkap,https://www.linkedin.com/in/pirkkap
d000b856-2388-43ac-94a6-cbd51022a979,Maltseva,company,,,,,,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Angel,"South Europe,North Europe,West Europe","Pre-Seed,Seed",,,,,
ec015c80-0b8f-4a5a-b9af-8ce734710026,Margen,company,,,,https://www.margencapital.com/,https://www.margencapital.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Private Equity,"North America,Spain,South America,Mexico",,"Active investor, looking to purchase 80% or more of a target's equity. The team intends to join the management team and participate in day-to-day operations. Focus on Latin America (Hispanic markets) with exposure to Mexico.",30 - 50 mdd,"Management transition, exit opportunity, primary capital, expertise",,
d0579698-03cb-4316-97c1-de9d6d035f70,Minato Ventures,company,,,,https://minato.vc,https://minato.vc,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Micro VC,Venture Capital","India,East Europe,West Europe,Japan,Israel,North Europe,Asia-Pacific,North America,Indonesia,Turkey","Series A,Pre-Seed,Seed","I opportunistically invest across most sectors and geographies but primarily focus on early-stage consumer tech broadly, ideally with high-traction deals with low valuations. 
- Platform businesses (Marketplace, payment, open banking, etc). 
  These companies tend to have clear business models with simple paths to billion-dollar valuations. 
- New ways for people to make money over the internet
- Disruption of archaic industries (SaaS)
",100000,"Strong founder & investor network in Japan, Isreal, Turkey and SEA.",,
a750b0c0-ef80-49b7-a5ad-48be3279d6a5,Mucker Capital,company,,"MuckerLab is a venture capital firm specializing in incubation, pre-seed, seed, startup, early-stage, and Series A investments.",,www.mucker.com,www.mucker.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North America,South Europe,South America,East Europe,North Europe,Asia-Pacific,West Europe","Series A,Seed",Software and software-enabled companies solving a strongly felt painpoint,Up to $6m,,"https://www.linkedin.com/in/erikr, https://www.linkedin.com/in/tones810","https://www.linkedin.com/in/erikr, https://www.linkedin.com/in/tones810"
93466f7c-9e03-49d4-af36-982512d3f661,Nauta Capital,company,,,,nautacapital.com,nautacapital.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,North Europe,West Europe","Series A,Seed",European Capital Efficient B2B Software companies with a product on the market being used by some clients already. From pre revenue to €300k MRR. ,€1M - €5M,"Stong team (AMBITIOUS, strong tech knowledge, second time founders, high education, strong network in startup ecosystem). ",,
92dbca9c-c717-4454-b7c0-2669b5b50c92,NewFin Capital,company,,,,,,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,West Europe,Pre-Seed,NewFin Capital is a £3m pre-seed venture fund in London investing in UK fintech start-ups,100000,"Optimise value in funding rounds and exits
",,
13f2906c-f7c9-4a5a-a5be-fd74e76d1614,Next47,company,,Next47 invests in groundbreaking enterprise entrepreneurs and accelerates revenue growth by opening doors to customers around the world.,,next47.com,next47.com,,,"Palo Alto, California, United States","Palo Alto, California, United States","Corporate Venture Arms,100 VC firms Investing In SaaS",2026-02-15T20:18:24.958Z,Mirza Asceric,2026-02-15T20:28:28.926Z,Mirza Asceric,Venture Capital,"North America,South Europe,East Europe,North Europe,West Europe,Israel","Series B,Series D+,Series A,Series C",B2B companies,$2M-$50M,Biz Dev team of 20 people to drive enterprise sales,"https://www.linkedin.com/in/lananth, https://www.linkedin.com/in/jasonsydow","https://www.linkedin.com/in/lananth, https://www.linkedin.com/in/jasonsydow"
7967821a-aa4e-47aa-893d-e719b2e35863,No Such Ventures,company,,,,www.nosuchventures.com,www.nosuchventures.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series B,Series A,Seed",We invest in companies across sectors that have a proven product market fit and are looking for a financial partner to help professionalize their business,"€ 2,000,000 - 8,000,000","Support by valuable network of industry experts
Flexibility in deal structure and level of involvement
Long-term value creation",,
8779a11d-516d-48da-8090-458f0aeab38f,Nunatak Capital,company,,,,https://www.nunatakcapital.com/?lang=en,https://www.nunatakcapital.com/?lang=en,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"East Europe,West Europe","Pre-Seed,Seed","Based in Warsaw, Poland, Nunatak Capital is an early-growth and seed stage Venture Capital Fund focused on the European market. Nunatak Capital was created for startups that face complex challenges and constraints as they pursue their visionary projects. Our data science expertise and belief in entrepreneurship and innovation allow us to support ambitious teams in creating unique solutions.",EUR 0.25M - EUR 1.25M,"We are scientists, managers and entrepreneurs with extensive academic and business experience. We share it with startup Teams we invest in. We combine capital, knowledge and operational involvement to support Teams in writing their own success stories.",,
0a379b5d-3627-4f85-a050-638e151ccd33,Octopus Ventures,company,,"Finance, Financial Services, Venture Capital",,https://octopusventures.com/b2b-software/,https://octopusventures.com/b2b-software/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,Australasia,West Europe","Series B,Series A","What we look for
We are sector agnostic with a focus on B2B software companies, typically with the following characteristics:
• Contracted recurring revenue
• Strong management teams
• Focus on efficient growth

What do we fund
We typically help companies fund three main areas of growth, which we have significant experience in:
• Sales and marketing investment
• Incremental R&D
• Geographical expansion",Cheque size: £3-20m  Company ARR: £1m - £15m,"Portfolio support
Building a business is hard. So we’ve created a structure that best supports founders to face all challenges head on.

Talent Team
A team of experts and former operators on hand to align talent, recruitment and retention with your vision and strategy.

Venture Partners
We select our Venture Partners from those unique individuals who have created successful businesses and can now reflect back their experience, guidance and connections to our portfolio.

As well as running intense workshops, our Venture Partners are on hand to offer advice, guidance – and ask the hard questions.

Operating Consultants
As well as our Venture Partners, we have a wider circle of individuals who span the globe with decades of experience and long-standing networks.

US-based office
Our team in New York are there specifically to serve the companies we back. Their network and local expertise have proved invaluable to teams expanding on either side of the Atlantic.

Network of coaches
The best leaders require the best coaches so we have a network of the world’s finest in the UK and US.","https://www.linkedin.com/in/willgibbs1, https://www.linkedin.com/in/matmunro, https://www.linkedin.com/in/owen-metters, https://www.linkedin.com/in/mphchandler, https://www.linkedin.com/in/richardcourt, https://www.linkedin.com/in/paul-d-8a180414","https://www.linkedin.com/in/willgibbs1, https://www.linkedin.com/in/matmunro, https://www.linkedin.com/in/owen-metters, https://www.linkedin.com/in/mphchandler, https://www.linkedin.com/in/richardcourt, https://www.linkedin.com/in/paul-d-8a180414"
b736113a-db1a-45d6-9690-0efebae88441,OpenView,company,,"Finance, Financial Services, Venture Capital",,https://openviewpartners.com/,https://openviewpartners.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"North America,South America,East Europe,Israel","Series B,Series A,Seed",B2B Software with a specific focus on product-led growth businesses at the expansion stage (Series A/B),5-50,"Platform of 40+ full-time individuals separate from the investment team that help with hiring (full talent team of 10+ recruiters), growth (pricing / packaging, marketing, etc) and commercialization (network of 250+ operators and executives)","https://www.linkedin.com/in/scottmaxwell, https://www.linkedin.com/in/georgejroberts","https://www.linkedin.com/in/scottmaxwell, https://www.linkedin.com/in/georgejroberts"
978faf5d-338d-46f3-878c-4b37cae89bdf,ORBIT Capital,company,,,,https://www.orbitcapital.com/,https://www.orbitcapital.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series B,Series D+,Series A,Series C",Help ambitious SaaS founders to avoid dilution w/ founder friendly capital,2-5m EUR,"challenging status quo during due diligence, network access",,
2d748fbd-b312-4722-8e4f-2bd6e6c68f74,Palm Drive Capital,company,,"Financial Services, Venture Capital",,palmdrive.vc,palmdrive.vc,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"Taiwan,Nigeria,North America,Pakistan,South America,Algeria,Singapore,United Arab Emirates,United Kingdom,West Europe","Series B,Series A,Seed",We invest in software companies using software to solve niche problems for huge markets in developed economies or companies executing a proven business model in emerging markets. Our sweet spot is around ~$1m ARR growing 100% YoY,$250k - $10M,"Hiring, Strategic Intros, Fundraising ",,
e73af318-4697-459c-ac80-b77812262a62,Peak,company,,,,https://peak.capital/,https://peak.capital/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series A,Pre-Seed,Seed","We invest in early-stage SaaS, marketplace, and platform companies ran by kick-ass teams (excuse the french). We focus on SaaS, marketplace, and platform models, rather than particular industry verticals. What makes these models tick, and how to scale them across stages of maturity, verticals, or borders, is our expertise.",€250k - €4M,"As we are fully funded and ran by entrepreneurs, we are active and boots-on-the-ground partners.",,
005320c2-1a84-4775-9eb2-d2804be3f43a,Prime Ventures,company,,,,www.primeventures.com,www.primeventures.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series B,Series A,Series C",Investing in high growth European technology companies ,€10-25m,"20+ year track record, experience and network. ",,
f710ceef-2fda-42a4-acd3-109f7ad4b99d,Private Angel,company,,,,,,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Private Equity,Angel",West Europe,Seed,,,,,
df3cf350-76d9-4eb7-bdde-72426ae85447,PROfounders Capital,company,,,,https://www.profounderscapital.com/,https://www.profounderscapital.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe",Seed,"PROfounders Capital is a London-based venture capital firm focused on investing in early-stage technology-enabled businesses across Europe. We have the great privilege of being backed by a group of experienced investment partners who have collectively founded, built and exited some of Europe's most successful technology businesses. We invest in companies that use technology to fix broken customer experiences across b2b and b2c models. ",€500k - €2.5m,High conviction investor with a concentrated portfolio. We want to be a strategic sounding board to founders and support them by maximising their chances of raising their next round.,,
86e52c94-383e-4aec-a54b-6c3d9a7d584c,QNBEYOND Ventures,company,,We partner with audacious teams to take financial services beyond.,,https://www.qnbeyondventures.com/,https://www.qnbeyondventures.com/,,,"Istanbul, Istanbul, Turkey","Istanbul, Istanbul, Turkey","Corporate Venture Arms,100 VC firms Investing In SaaS",2026-02-15T20:18:12.899Z,Mirza Asceric,2026-02-15T20:28:28.926Z,Mirza Asceric,CVC,"North America,East Europe,West Europe","Series A,Pre-Seed,Seed",,500000 USD,,,
